N=194124, N_branch=500, dt_b=-0.0001, dt_f=0.0001, rtol=1e-9
T_min=0, T_max_b=-6.283185307179586, T_max_f=12.566370614359172, ZOOM=False
Features: normalized position and unit tangent blocks.
Perigee: first noninitial geocentric minimum outside lunar SOI within each interval, before any detected surface entry.
Frame: geocentric inertial axes coincident with synodic axes at t=0.
STD: ddof=0; w statistics use offsets from the cluster circular mean (angle_origin_deg).
angle_resultant: 1=concentrated directions; 0=no defined mean direction. Broad angular clouds require caution with linearized moments.
NaN: missing event, undefined parameter/statistic, or missing representative parameter.

K=10, STD=0.01603226725
n = trajectories per cluster; conditions overlap.
n = 1: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)
n < 10: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)
n < 100: clusters=0/10 (0.00%); trajectories=0/194124 (0.00%)

K=10, phase=backward, parameter=a [km]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
32 189438 10411 10411 0 0.8728916408 0.1225111211 0.6431878178 0.9983173791 0.3551295613 0.09363998065 0.9999999785 0.9063599978 -1.033566288 0.2204698692 0.7700177063 nan nan
33 111132 7607 7607 0 0.6849357766 0.0368284594 0.6159156988 0.7353594464 0.1194437476 0.3898692242 0.8777178725 0.4878486483 -0.5782247896 0.07170024794 0.296665581 nan nan
34 14588 4 4 0 0.7346087375 0.2861079244 0.1732892289 0.7356069449 0.562317716 0.07425558741 0.7357603568 0.6615047694 -1.999983184 0.561563132 0.6604820237 nan nan
35 47928 1313 1313 0 0.4739272444 0.02561327599 0.4185848062 0.4987936635 0.08020885734 0.3979294651 0.5077250067 0.1097955416 -0.666360151 0.05111137804 0.07176671917 nan nan
36 30888 120 120 0 0.2122549345 0.01545421822 0.1894188996 0.2354893111 0.04607041152 0.1865604805 0.2479223923 0.06136191187 0.05855817374 0.03699975749 0.03985817657 nan nan
37 173733 587 587 0 0.9666062143 0.2263662168 0.2836596517 0.9996126512 0.7159529995 0.005575633586 0.9999999262 0.9944242926 -2.123982311 0.7163377111 0.9944217292 nan nan
38 12345 20 20 0 0.2209509551 0.111148633 0.1819798618 0.2713906425 0.08941078069 0.1818314716 0.7084658684 0.5266343968 4.063261581 0.08381769151 0.462761095 nan nan
39 57467 3567 3567 0 0.9156286058 0.1424261207 0.6174392278 0.9989811856 0.3815419579 0.02409139984 0.9999999998 0.9759085999 -2.795067148 0.297559924 0.8909077519 nan nan
40 50632 31 31 0 0.7019706172 0.148760848 0.3891837302 0.7295718815 0.3403881514 0.0999431919 0.7312966128 0.6313534209 -3.658342161 0.3252139337 0.6144544719 nan nan
41 65254 77 77 0 0.6563553103 0.1248247552 0.3085106033 0.6823747148 0.3738641116 0.09428293306 0.7041374342 0.6098545011 -3.710479235 0.3540130404 0.5682407106 nan nan
42 26234 224 224 0 0.3485312681 0.05153472715 0.2791856178 0.4484554232 0.1692698054 0.2728364634 0.4829304419 0.2100939785 0.4992306282 0.1075569249 0.1420319435 nan nan
43 27480 433 433 0 0.4712582996 0.02438430309 0.394806724 0.4927498553 0.09794313137 0.3864319877 0.4995734575 0.1131414698 -1.764409862 0.07493968452 0.08331442082 nan nan
44 60 430 71 359 0.1203232432 0.09366377287 0.1082340664 0.4019535038 0.2937194374 0.1062184987 0.4437869948 0.3375684961 2.313952237 nan nan nan nan
45 23933 1844 1844 0 0.528382841 0.01203375148 0.5030553391 0.5412869527 0.0382316136 0.4940791939 0.5439362857 0.04985709184 -0.5617597817 0.03557800317 0.04455414837 nan nan
46 31536 490 490 0 0.6553984025 0.09704621229 0.628388201 0.6765816673 0.04819346639 0.06891838147 0.9999707994 0.9310524179 -4.582957871 0.0693476765 0.5879035771 nan nan
47 170879 14727 14726 1 0.9418198436 0.2531784553 0.1996525344 0.9994248932 0.7997723588 0.0002919113415 0.9999999998 0.9997080885 -1.713740791 0.8001979363 0.9995585593 nan nan
48 180387 449 449 0 0.189564177 0.02911217207 0.1781173537 0.2422368459 0.0641194922 0.09841603601 0.2529394544 0.1545234184 -0.3608557554 0.05745218797 0.0867287687 nan nan
49 216003 592 592 0 0.271537454 0.05213314186 0.2516772472 0.2913943065 0.03971705932 0.2416253427 0.7827990555 0.5411737128 8.976723484 0.02742107464 0.5042934559 nan nan
50 100419 364 363 1 0.3067083064 0.03755179962 0.2764802698 0.3889891965 0.1125089268 0.2730219611 0.4471189291 0.174096968 1.093833562 0.08675446686 0.1448841994 nan nan
51 30170 58 58 0 0.6438938102 0.1574868928 0.3016784094 0.6721121663 0.3704337569 0.1132573788 0.7046029879 0.5913456091 -1.057641762 0.3510148206 0.5394358512 nan nan
52 152163 262 262 0 0.8575552677 0.2356181892 0.172949983 0.997178335 0.824228352 0.01079659959 0.9999995515 0.9892029519 -1.768398317 0.7815169723 0.9436703558 nan nan
53 65454 2272 2271 1 0.3426155244 0.04557904968 0.2931828859 0.4373950884 0.1442122025 0.2723929375 0.4829340262 0.2105410887 0.7024568958 0.08535329668 0.1308922344 nan nan
54 194136 811 811 0 0.5001256115 0.105863873 0.4072174564 0.7818876277 0.3746701714 0.3747990824 0.9211073008 0.5463082184 1.575397161 0.2967396615 0.4359593346 nan nan
55 167895 8306 8306 0 0.8821143583 0.1775435901 0.4487209061 0.9985418869 0.5498209808 0.002475218115 0.9999999981 0.99752478 -2.155778033 0.4407358638 0.8869815518 nan nan
56 105817 651 651 0 0.4780239251 0.02748019005 0.4318775836 0.514207045 0.08232946143 0.4187265364 0.5154599078 0.09673337136 -0.1321211135 0.05078603262 0.0639370798 nan nan
57 36175 74 74 0 0.1803509692 0.03266319399 0.1708166753 0.2503242181 0.07950754272 0.1705797532 0.2598563325 0.08927657927 0.6355442873 0.07965936293 0.08919147735 nan nan
58 27925 851 851 0 0.3959130995 0.06246514359 0.2747696739 0.4988366853 0.2240670114 0.2507497978 0.5143776329 0.2636278351 -0.1989062261 0.1245000364 0.1485199125 nan nan
59 11323 1241 1241 0 0.3284790819 0.02312594135 0.3030237069 0.3657168435 0.06269313664 0.2582004602 0.4565110088 0.1983105486 1.405306995 0.03730756222 0.1266710886 nan nan
60 68428 536 536 0 0.7494097252 0.07701090212 0.6060804626 0.8548699608 0.2487894982 0.5682393659 0.8930320572 0.3247926913 -0.2633175392 0.1607791684 0.1986202651 nan nan
61 38099 482 482 0 0.6949938533 0.2084382723 0.3861880155 0.9993960755 0.61320806 0.3183031186 0.999999759 0.6816966404 -0.07574114267 0.4455692575 0.446172941 nan nan
62 44698 44 44 0 0.6887939981 0.01079229376 0.6708288847 0.7026562507 0.031827366 0.6671144494 0.7038176037 0.03670315431 -0.2120617522 0.01717963709 0.01948441281 nan nan
63 144131 58 58 0 0.8792159058 0.1767736136 0.5321070419 0.9963945062 0.4642874643 0.08334443805 0.9998262267 0.9164817886 -2.356555192 0.3939188714 0.8426814753 nan nan
64 36856 338 338 0 0.6544032108 0.06522971011 0.640783476 0.6814113224 0.04062784643 0.1088982238 0.6954714723 0.5865732486 -7.694253185 0.02871422556 0.5441162861 nan nan
65 48786 4811 4811 0 0.7924463582 0.05834933576 0.7120221154 0.8952254761 0.1832033607 0.6928356193 0.9195513787 0.2267157594 0.2037118232 0.1047934222 0.1291193248 nan nan
66 22481 159 159 0 0.6556400588 0.2331117733 0.2502534144 0.9862801989 0.7360267846 0.1688842369 0.9998594752 0.8309752383 -0.2151321477 0.4329682257 0.5143374032 nan nan
67 168382 1694 1693 1 0.9556052279 0.2204758062 0.2763661581 0.9994364672 0.7230703091 0.0005999373988 0.9999999761 0.9994000387 -2.321049888 0.7218552239 0.9976214446 nan nan
68 32346 103 103 0 0.7095076804 0.09454304131 0.6099098033 0.8440107986 0.2341009953 0.1346673226 0.9231164945 0.7884491719 -1.880079643 0.2439169792 0.4764320737 nan nan
69 56631 41 41 0 0.1816243244 0.04591235319 0.1153176906 0.2812197403 0.1659020497 0.1114451021 0.3062419912 0.1947968891 0.3032894104 0.08562852707 0.1067302575 nan nan
70 170788 77 77 0 0.9343560057 0.2013632357 0.6084349519 0.980688105 0.372253153 0.09248305988 0.9880261434 0.8955430835 -2.43693344 0.3477685556 0.8637204476 nan nan
71 27803 336 334 2 0.8345397488 0.2372627808 0.3050996436 0.9971429871 0.6920433435 0.0358819124 0.9999986823 0.9641167699 -1.047877016 0.6373413773 0.9065591085 nan nan
72 100641 362 362 0 0.8050147087 0.06691006503 0.7508862416 0.905380954 0.1544947124 0.4905198839 0.9456006972 0.4550808132 -1.117797505 0.1227087182 0.3071979941 nan nan
73 30926 1474 1474 0 0.5212440835 0.009736493162 0.5014770791 0.532534977 0.03105789796 0.4945046728 0.5350514596 0.04054678678 -0.4768963406 0.02867201988 0.03564442615 nan nan
74 26689 90 90 0 0.812759083 0.1588877022 0.5042202987 0.9961557128 0.491935414 0.2548471539 0.9996046857 0.7447575318 -0.9813284256 0.3316373575 0.4114946987 nan nan
75 68019 47 47 0 0.2101968344 0.01971295793 0.1835284803 0.2430468595 0.0595183792 0.1804605415 0.2466986593 0.0662381178 0.1393063319 0.04526110376 0.04891290354 nan nan
76 206632 403 403 0 0.8749026714 0.2894251436 0.09411710254 0.9988329365 0.904715834 0.0001671890931 0.9999954024 0.9998282133 -1.163891758 0.7852228452 0.7863853111 nan nan
77 103681 17209 17209 0 0.9189913674 0.222090434 0.2539951751 0.9988900311 0.744894856 3.774545329e-05 1 0.9999622545 -2.15566759 0.7127756323 0.966733062 nan nan
78 148703 7880 7879 1 0.7051075843 0.2159919287 0.1955740765 0.9946125821 0.7990385056 0.0007192626071 0.9999999976 0.9992807349 -1.035219711 0.5237379893 0.7185928033 nan nan
79 20892 2421 2421 0 0.44086634 0.04075198866 0.3754185821 0.4972006734 0.1217820914 0.3664814574 0.5155868174 0.14910536 -0.07785541423 0.06612967108 0.08451581506 nan nan
80 186177 674 674 0 0.2111446818 0.01240094685 0.1932628156 0.2292843114 0.03602149585 0.09314805211 0.2332688174 0.1401207653 -1.233352875 0.03134004185 0.1048414285 nan nan
81 103159 12 12 0 0.6992501288 0.0093075721 0.6785952974 0.7020559813 0.02346068388 0.6776050739 0.7022390011 0.02463392723 -0.7293290519 0.02364370364 0.02463392723 nan nan
82 67639 232 232 0 0.7070166428 0.1556211903 0.09564212533 0.7207585876 0.6251164623 0.09393560652 0.7287803729 0.6348447664 -3.412579356 0.6130059306 0.6147124494 nan nan
83 66530 190 190 0 0.6656797599 0.09198511161 0.645734732 0.6917163562 0.04598162416 0.09506332243 0.7002297787 0.6051664562 -5.219490112 0.03085377452 0.5706657797 nan nan
84 120967 3282 3282 0 0.8341385049 0.05428570504 0.7729758234 0.9182828572 0.1453070338 0.4842039705 0.9462666145 0.462062644 -1.118572854 0.08122726712 0.367532642 nan nan
85 97767 50 50 0 0.6401128998 0.1956530441 0.2153082673 0.6959067178 0.4805984505 0.09505675568 0.6972819393 0.6022251836 -1.051178053 0.4355207506 0.5557722622 nan nan
86 29030 67 67 0 0.6371143591 0.1278439937 0.2960561575 0.6675412632 0.3714851057 0.06968956153 0.6977560299 0.6280664684 -3.281132649 0.354579796 0.5809463921 nan nan
87 47728 464 0 464 nan nan nan nan nan nan nan nan nan nan nan nan nan
88 184492 143 143 0 0.9377120871 0.20896596 0.3711641211 0.9992457864 0.6280816653 0.1194322571 0.9999840825 0.8805518253 -1.47850173 0.5941704331 0.8459022971 nan nan
89 35931 263 263 0 0.6655982709 0.09724824025 0.6539166612 0.6906342631 0.03671760184 0.1015208455 0.6943134341 0.5927925887 -5.400143487 0.03077450402 0.5611041961 nan nan
90 37187 808 808 0 0.8334610008 0.2401119254 0.1161771052 0.9981365121 0.881959407 0.08218293699 0.9999999416 0.9178170047 -1.515821183 0.832937751 0.8669319192 nan nan
91 30637 514 514 0 0.6435660003 0.08010151653 0.6371560776 0.6545352463 0.0173791687 0.1044982899 0.6950946243 0.5905963343 -5.523047779 0.01799132271 0.5423110005 nan nan
92 220873 832 832 0 0.6586317426 0.07618656428 0.5836267358 0.7853482494 0.2017215136 0.09347001113 0.8477800301 0.754310019 -2.188687003 0.1283733864 0.5670654534 nan nan
93 222104 209 209 0 0.2017334572 0.0396776372 0.1880236964 0.2412619814 0.05323828502 0.177640261 0.4261999222 0.2485596612 3.690793215 0.04503241096 0.2299703517 nan nan
94 22061 308 308 0 0.8412972883 0.3747030626 0.0447310026 0.9545297949 0.9097987923 0.03880000471 0.9920669433 0.9532669386 -0.7661952769 0.7528731118 0.7588041097 nan nan
95 30312 258 258 0 0.6767639848 0.1673156597 0.419273377 0.8613362345 0.4420628575 0.0714927134 0.9952557755 0.9237630621 -1.494015573 0.3774243345 0.7252049981 nan nan
96 28595 68 68 0 0.175826608 0.03389165144 0.1702673081 0.2553988435 0.0851315354 0.1700982284 0.2659918488 0.0958936204 1.023942675 0.08444540921 0.09503841449 nan nan
97 165014 9316 9316 0 0.9586332825 0.08766062916 0.8128090834 0.9995196751 0.1867105918 0.09398887813 0.9999999973 0.9060111192 -5.27373232 0.149292752 0.8681129573 nan nan
98 167109 2034 2034 0 0.8846104507 0.1989145345 0.3051882815 0.9980832116 0.6928949302 0.004732944403 0.9999998456 0.9952669012 -2.527679703 0.6488732185 0.9493285555 nan nan
99 11041 427 427 0 0.5828382767 0.201752298 0.2176766874 0.8580058529 0.6403291655 0.1158671039 0.9551953034 0.8393281995 -0.215114847 0.3543770766 0.4513160385 nan nan
100 70703 2 2 0 0.0946809044 0.0006305004359 0.094113454 0.09524835479 0.001134900785 0.09405040396 0.09531140483 0.001261000872 nan 0.001197950828 0.001261000872 nan nan
101 159615 31 31 0 0.7480729003 0.2875753021 0.09234710772 0.7523534452 0.6600063375 0.09223832221 0.7768925354 0.6846542132 -1.161507675 0.6567873214 0.6568961069 nan nan
102 32446 31 31 0 0.6549081561 0.1463889421 0.3508303512 0.6820257863 0.3311954351 0.05186042414 0.6877122517 0.6358518276 -3.653993131 0.309205821 0.6081757481 nan nan
103 174566 355 355 0 0.8894298511 0.2837168357 0.1158370641 0.9990784906 0.8832414266 0.006136354059 0.9999999862 0.9938636321 -1.256121992 0.8841629221 0.9938636321 nan nan
104 28477 22 22 0 0.6704614968 0.0878091533 0.6422816468 0.6798757544 0.03759410761 0.249106618 0.6848584007 0.4357517827 -4.573747395 0.02452179023 0.417696819 nan nan
105 3718 9 9 0 0.2721148397 0.02740042721 0.2190643023 0.2980056408 0.07894133853 0.206857312 0.2996641319 0.09280681984 -0.9270468069 0.05305053746 0.06525752771 nan nan
106 20506 251 251 0 0.3540126799 0.1532132439 0.1459848229 0.6455730655 0.4995882426 0.08136984877 0.7567904284 0.6754205796 0.3724612826 0.3249994899 0.4362168529 nan nan
107 222868 419 419 0 0.3030042301 0.07115671518 0.1029114855 0.3688721411 0.2659606556 0.09957388605 0.4230492795 0.3234753935 -1.750622787 0.2085630799 0.2119006794 nan nan
108 85256 5782 5782 0 0.951670041 0.2288317201 0.2498678371 0.9994510557 0.7495832186 1.887149263e-05 0.9999999977 0.9999811262 -2.188967636 0.4414192907 0.5584207244 nan nan
109 57865 1 1 0 0.6970412862 0 0.6970412862 0.6970412862 0 0.6970412862 0.6970412862 0 nan 0 0 nan nan
110 59177 1466 1466 0 0.4301969883 0.03107428509 0.384760526 0.4831779585 0.09841743253 0.3701726705 0.5093229818 0.1391503113 0.1313802546 0.05722792254 0.0833729458 nan nan
111 73614 72 72 0 0.9080615238 0.2393064595 0.139807918 0.9969810962 0.8571731782 0.06443574578 0.9999965192 0.9355607734 -2.118752617 0.7390437672 0.8144159395 nan nan
112 135813 30 30 0 0.8762454813 0.1079501729 0.654050893 0.9963654921 0.342314599 0.5503574399 0.998683194 0.4483257541 -1.21269237 0.2392476084 0.3429410616 nan nan
113 127571 138 138 0 0.850498136 0.07391254049 0.7823154984 0.9474568369 0.1651413385 0.4593653655 0.9692178317 0.5098524663 -2.259711229 0.09785355454 0.4208036874 nan nan
114 32374 363 363 0 0.8630467214 0.2804375571 0.1155293595 0.9941893049 0.8786599454 0.07646974043 0.9999907575 0.9235210171 -1.006025711 0.8511226166 0.8901822357 nan nan
115 31230 4 4 0 0.4452146872 0.2562248271 0.3046889137 0.8898288598 0.5851399462 0.2937981659 0.9543822662 0.6605841003 1.421172585 0.5960306939 0.6605841003 nan nan
116 39170 131 131 0 0.6439532599 0.1955447763 0.1726537133 0.6964330199 0.5237793066 0.09456188752 0.6981510946 0.6035892071 -1.314033332 0.4655369418 0.5436287676 nan nan
117 29732 87 87 0 0.2455171517 0.1947902983 0.128302286 0.6782761575 0.5499738715 0.09743429225 0.6967274249 0.5992931327 0.9891218533 0.376196975 0.3946482425 nan nan
118 215664 1375 1375 0 0.6958001823 0.2086761694 0.3861761165 0.992428558 0.6062524416 0.09310199351 0.9999997508 0.9068977573 -0.2079678294 0.5359153904 0.8289895134 nan nan
119 21252 2355 2354 1 0.534991794 0.01628671562 0.5016359384 0.5507160627 0.0490801243 0.4938233022 0.5535822468 0.0597589446 -0.5024282307 0.04274038381 0.05055302 nan nan
120 133466 1195 1195 0 0.858513946 0.1075501675 0.7420630446 0.9870856522 0.2450226076 0.4094397648 0.99999546 0.5905556952 -1.468215852 0.1364980616 0.4691213414 nan nan
121 36616 156 156 0 0.6696874637 0.0908079039 0.6596267864 0.6792794018 0.0196526154 0.09500276807 0.6823790766 0.5873763085 -6.022397232 0.01143500557 0.5760590239 nan nan
122 163368 843 843 0 0.2151240587 0.0640350776 0.1140235511 0.3024752005 0.1884516494 0.09931915634 0.7201225717 0.6208034154 1.485929844 0.1491433729 0.4582466247 nan nan
123 50865 112 112 0 0.665652753 0.1219342594 0.3196907734 0.6854471708 0.3657563974 0.1000527524 0.6927896227 0.5927368703 -3.184703864 0.3425730822 0.5622111032 nan nan
124 18540 4 4 0 0.684006141 0.06333554195 0.6637200878 0.8016398197 0.1379197319 0.6625455937 0.8199933066 0.1574477129 1.760150248 0.1562732187 0.1574477129 nan nan
125 172608 1874 1874 0 0.9528238061 0.2404083448 0.2241387259 0.9994712548 0.7753325289 0.002519224893 0.9999999515 0.9974807266 -1.911622243 0.7758590044 0.9974785054 nan nan
126 28055 3 3 0 0.2819134046 0.1939065602 0.08787235033 0.514759753 0.4268874027 0.06631223318 0.5406315695 0.4743193363 0.2713364082 0.2544064655 0.2587181649 nan nan
127 6253 1456 1456 0 0.3557613793 0.01502863127 0.3303529818 0.3785754982 0.04822251644 0.3231231787 0.4416932857 0.118570107 0.3092503944 0.02729115548 0.08889918718 nan nan
128 155395 249 249 0 0.8512900182 0.2514931334 0.2363647944 0.9980402549 0.7616754605 0.03330617661 0.9999747291 0.9666685525 -0.8421218069 0.728838665 0.9318972828 nan nan
129 127305 573 573 0 0.8493889655 0.07231788924 0.76360174 0.9367706385 0.1731688985 0.431318749 0.9499829436 0.5186641947 -2.046897042 0.09575852834 0.4280415194 nan nan
130 57683 54 54 0 0.3016282805 0.04071817562 0.2743647881 0.3833269361 0.1089621481 0.1891337548 0.4213609588 0.232227204 0.1532975417 0.08826496593 0.1197834753 nan nan
131 172893 300 300 0 0.9604161244 0.2557993992 0.1929857353 0.9995596826 0.8065739472 0.004740485177 0.9999994959 0.9952590107 -1.806804809 0.8070085674 0.9952538176 nan nan
132 30253 2 2 0 0.5040675119 0.008900434877 0.4960571206 0.5120779033 0.01602078278 0.4951670771 0.5129679468 0.01780086975 nan 0.01691082627 0.01780086975 nan nan
133 99770 1324 1322 2 0.3135320862 0.03883912154 0.279872498 0.4016301389 0.1217576408 0.2518946672 0.450826557 0.1989318897 0.8774821408 0.09729100587 0.146487424 nan nan
134 41926 246 246 0 0.7042724557 0.2176946997 0.09936665729 0.7321281293 0.632761472 0.09275924696 0.9660980328 0.8733387859 -1.938499036 0.6066430057 0.6132504161 nan nan
135 84771 668 668 0 0.8406311374 0.2621751188 0.1195145875 0.9972692696 0.8777546821 0.007668268694 0.9999999988 0.9923317301 -1.232795326 0.8319907553 0.9438370741 nan nan

K=136, phase=forward, parameter=w [deg]
cluster representative_source n_cluster n_valid n_missing median std p05 p95 width90 minimum maximum range skewness error95 error_max angle_origin_deg angle_resultant
0 157048 10631 10630 1 -1.741525479 83.63617829 -13.02425677 171.8961032 184.92036 -179.8423098 179.9310767 359.7733865 0.6053723501 179.2392008 179.9999822 95.8998656 0.3254056401
1 69158 1278 1278 0 -1.430126547 8.457445513 -12.31795454 15.70629362 28.02424816 -15.90464384 21.81338007 37.71802391 0.441016109 16.75800103 22.86508748 323.4452914 0.989153986
2 23125 685 2 683 -1.421085472e-14 24.73852661 -22.26467395 22.26467395 44.5293479 -24.73852661 24.73852661 49.47705322 nan nan nan 246.4283559 0.9082269916
3 184105 454 454 0 -5.224543932 37.37668497 -28.52336514 104.6407189 133.164084 -32.1662499 128.0348689 160.2011188 1.944694579 123.1774214 146.5715714 8.027071251 0.8306411695
4 40083 379 379 0 -5.775708069 17.07179361 -10.8482997 41.02694216 51.87524186 -61.81656607 50.89321742 112.7097835 1.469548956 48.36430014 57.37823524 302.6375325 0.9573169757
5 148170 401 401 0 -2.068436031 5.963845584 -5.25472976 12.49213628 17.74686604 -6.509616107 30.65491274 37.16452884 2.189252386 14.93529083 33.09806729 46.54622456 0.9946241579
6 12639 14 14 0 -1.623829964 38.57972985 -52.97550325 40.56082227 93.53632552 -117.5018651 72.48012751 189.9819926 -1.418948335 88.76671793 115.7385908 33.41809306 0.8247200423
7 29487 256 256 0 -2.905188666 28.99969173 -4.913583435 82.54841684 87.46200028 -85.58196513 134.4518092 220.0337743 2.776055501 85.74543315 137.6488255 297.5183394 0.9060524265
8 69514 1536 1536 0 -0.3066048975 6.987687218 -9.128499993 10.81827519 19.94677518 -61.75441604 15.35776217 77.11217821 -1.445075235 14.7180825 58.02270656 314.6343612 0.9926977932
9 81122 4654 4654 0 -9.908128734 37.46066515 -31.93669796 58.0597777 89.99647566 -160.161417 88.53348904 248.694906 -0.7066880625 72.79213912 149.4525963 336.3310473 0.8250555201
10 10651 4483 4483 0 -0.3997516352 3.589982519 -5.070026818 6.881165873 11.95119269 -6.004298876 10.89879595 16.90309483 0.5762345719 8.438185855 12.45581593 298.6150327 0.998038814
11 148900 485 485 0 -2.858511577 81.32520157 -169.9470929 41.32685799 211.2739509 -176.0904503 140.0385552 316.1290055 -0.6223191155 166.3289092 172.4722667 260.3004502 0.4118202137
12 21179 331 331 0 3.832883763 85.71696904 -18.27029923 164.2929412 182.5632404 -48.90158374 164.9087087 213.8102924 0.3998530239 179.9159423 179.9970753 290.3812782 0.2033066036
13 152421 1743 1743 0 -4.888800311 77.95628782 -170.7986853 38.98973209 209.7884174 -176.6209381 113.1678726 289.7888107 -0.8915349763 165.2674735 171.0897262 262.3763815 0.4299539473
14 168518 711 711 0 -0.005189385452 16.97068196 -32.47560826 27.41569958 59.89130784 -35.7780029 51.40034133 87.17834423 0.01320504632 55.65317907 58.95557371 38.70109161 0.9570488175
15 38289 1220 1220 0 -4.128184126 9.410538183 -7.228255989 22.20114197 29.42939796 -7.726545397 43.62894408 51.35548947 1.912685697 26.31716978 47.74497188 300.8079211 0.9867043201
16 52112 178 164 14 19.72847112 60.79864484 -101.7208434 50.82221394 152.5430574 -114.1953823 55.40458436 169.5999667 -0.4800806435 151.2273009 163.7018398 322.0069071 0.5155308341
17 70288 82 82 0 2.943040239 19.86194135 -49.42048112 13.00618362 62.42666474 -66.61829299 82.5040741 149.1223671 -0.9136136737 53.69423784 79.4814307 317.5327854 0.9451348642
18 120453 11945 11945 0 -2.924222657 10.22534588 -9.562878389 21.85704958 31.41992796 -10.31219185 133.6578354 143.9700272 1.951130488 26.48666019 138.287446 267.4359329 0.9844305595
19 32794 247 247 0 -0.8248842348 14.57767857 -20.54080376 24.89761805 45.43842182 -23.77112084 39.66393854 63.43505938 0.4941926001 32.5378689 47.30418939 24.74416382 0.9680966693
20 110546 919 919 0 -2.630201812 10.31500946 -11.37164752 23.29293577 34.66458328 -14.91488972 37.62491763 52.53980735 1.390509995 26.32085978 40.65284164 335.5095102 0.9839975696
21 76764 84 84 0 -1.424667023 25.68481842 -13.01417718 18.14827297 31.16245015 -130.3224285 84.32103265 214.6434612 -1.588647793 75.58257379 122.3019467 63.32645493 0.9237590481
22 46656 5847 5847 0 -4.543672591 38.74306844 -7.416017427 127.7047481 135.1207655 -21.72833609 153.1813081 174.9096442 2.77536628 134.358339 159.8348991 293.925966 0.8451997431
23 160198 253 253 0 -4.46313015 21.46077298 -21.69439443 41.6687689 63.36316333 -24.4550778 124.886263 149.3413408 2.010913983 48.33680104 131.5542951 351.3061102 0.93732663
24 37073 54 54 0 -4.676828263 16.5207957 -9.254007769 31.3587086 40.61271637 -58.70814488 56.19053625 114.8986811 0.8367655351 43.21825881 62.27615532 300.1574817 0.9606497725
25 148005 90 90 0 -7.055544421 83.8128258 -172.6708791 52.51547171 225.1863508 -179.4851354 60.14601978 239.6311552 -0.5761177742 164.9058935 171.7201498 264.4556938 0.2960483776
26 124986 324 324 0 -6.050047711 23.80050766 -13.77536656 33.49691076 47.27227732 -13.92603294 138.4866022 152.4126352 3.608909191 42.29400202 147.2836935 270.5779136 0.9345227438
27 167957 1 1 0 0 0 0 0 0 0 0 0 nan 0 0 345.1171943 1
28 74390 48 48 0 11.0698896 88.98401642 -174.6661398 131.2013866 305.8675264 -177.4987245 179.3000832 356.7988077 -0.1355448742 173.1397738 177.9122744 265.4501727 0.3573633519
29 36611 45 45 0 -3.890127937 37.52613131 -6.839126735 37.93725172 44.77637845 -6.907185624 175.6525619 182.5597475 4.071831327 42.76171453 179.5229753 298.6872032 0.8953923165
30 40929 6093 6092 1 -8.649118127 46.9924309 -10.74096706 120.9346792 131.6756463 -24.61604725 153.5528358 178.1688831 1.977883844 131.7167553 164.3349119 296.6874293 0.7605213345
31 76116 138 138 0 -2.533618033 18.06341381 -11.23301947 14.95234089 26.18536036 -68.31405676 92.89976291 161.2138197 2.267981368 34.28237851 91.67413365 317.6446814 0.9561248934
32 189438 10411 10411 0 -6.552437133 53.3783817 -20.32684201 141.5618532 161.8886952 -22.99643318 150.7082176 173.7046507 1.771001263 158.3638285 167.5101929 297.0455814 0.708920221
33 111132 7607 7607 0 -2.834272142 12.97864382 -14.02846748 24.52791794 38.55638542 -16.05915695 133.8064291 149.865586 2.18841967 34.30494546 143.5834566 283.8231939 0.9759688075
34 14588 4 4 0 4.594785661 77.85361142 -8.413825101 152.9111779 161.325003 -10.42920557 178.8044022 189.2336078 1.960982105 151.4434578 175.797738 25.94336527 0.4941259041
35 47928 1313 1313 0 -2.576246738 9.868122438 -12.2557726 20.3958344 32.651607 -15.24984531 29.74120341 44.99104872 0.892551961 22.63348511 31.97885413 310.9852052 0.9852819494
36 30888 120 120 0 0.1211057823 6.469719654 -9.177396125 10.58880618 19.76620231 -12.72119517 14.33177749 27.05297265 0.1381000321 18.90604531 22.64901661 350.7903453 0.9936393503
37 173733 587 587 0 -37.95650864 86.14288437 -52.55309498 121.0873655 173.6404605 -177.5034337 179.3405216 356.8439552 0.05677772587 158.1329358 163.2723673 137.8467123 0.1413194455
38 12345 20 20 0 -9.807036679 28.93590404 -35.82973441 51.94853088 87.77826529 -38.93544814 52.61747234 91.55292049 0.5502121308 79.3020322 79.97097366 16.59934327 0.8775809511
39 57467 3567 3567 0 -26.65413809 59.00421866 -32.74605905 101.0828536 133.8289127 -85.84822253 124.656086 210.5043085 0.731888043 130.7552583 154.3284906 320.0962479 0.5504684484
40 50632 31 31 0 0.6595990356 21.4496077 -33.11350635 35.34493363 68.45843998 -63.72889415 39.70197443 103.4308686 -0.7395296101 47.64329538 65.23262089 302.4025557 0.9339207574
